echeance,strike,type,T,forward,log_moneyness,iv_calculee,variance_totale,gardee,raison_rejet
20260630,6400.0,P,0.03561643835616438,6293.7204830861765,0.016745602768960616,0.1041,0.0003859685753424657,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6425.0,C,0.03561643835616438,6293.7204830861765,0.020644243184617807,0.1165,0.0004833952054794521,True,ok
20260630,6425.0,P,0.03561643835616438,6293.7204830861765,0.020644243184617807,0.1007,0.00036116813698630135,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6450.0,C,0.03561643835616438,6293.7204830861765,0.02452774321101552,0.1155,0.000475132191780822,True,ok
20260630,6450.0,P,0.03561643835616438,6293.7204830861765,0.02452774321101552,0.0954,0.00032415090410958905,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6475.0,C,0.03561643835616438,6293.7204830861765,0.028396219988935927,0.1143,0.000465310602739726,True,ok
20260630,6475.0,P,0.03561643835616438,6293.7204830861765,0.028396219988935927,0.0841,0.00025190830136986294,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6500.0,C,0.03561643835616438,6293.7204830861765,0.03224978930492577,0.1143,0.000465310602739726,True,ok
20260630,6500.0,P,0.03561643835616438,6293.7204830861765,0.03224978930492577,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6525.0,C,0.03561643835616438,6293.7204830861765,0.03608856561209154,0.1148,0.00046939046575342463,True,ok
20260630,6525.0,P,0.03561643835616438,6293.7204830861765,0.03608856561209154,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6550.0,C,0.03561643835616438,6293.7204830861765,0.03991266205049485,0.1149,0.00047020857534246574,True,ok
20260630,6550.0,P,0.03561643835616438,6293.7204830861765,0.03991266205049485,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6575.0,C,0.03561643835616438,6293.7204830861765,0.043722190467162636,0.1167,0.00048505635616438356,True,ok
20260630,6575.0,P,0.03561643835616438,6293.7204830861765,0.043722190467162636,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260630,6600.0,C,0.03561643835616438,6293.7204830861765,0.04751726143571433,0.1185,0.0005001349315068493,True,ok
20260630,6600.0,P,0.03561643835616438,6293.7204830861765,0.04751726143571433,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6000.0,C,0.043835616438356165,6296.320356607828,-0.04820592315417261,0.1962,0.0016874275068493154,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6000.0,P,0.043835616438356165,6296.320356607828,-0.04820592315417261,0.1678,0.0012342724383561645,True,ok
20260703,6025.0,C,0.043835616438356165,6296.320356607828,-0.04404791300550895,0.1893,0.0015708269589041095,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6025.0,P,0.043835616438356165,6296.320356607828,-0.04404791300550895,0.1633,0.0011689595616438356,True,ok
20260703,6050.0,C,0.043835616438356165,6296.320356607828,-0.039907120339477575,0.1828,0.0014648039452054792,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6050.0,P,0.043835616438356165,6296.320356607828,-0.039907120339477575,0.1588,0.0011054220273972602,True,ok
20260703,6075.0,C,0.043835616438356165,6296.320356607828,-0.035783403155615436,0.1785,0.0013967013698630135,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6075.0,P,0.043835616438356165,6296.320356607828,-0.035783403155615436,0.1547,0.0010490779178082192,True,ok
20260703,6100.0,C,0.043835616438356165,6296.320356607828,-0.03167662120296206,0.1715,0.0012893041095890412,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6100.0,P,0.043835616438356165,6296.320356607828,-0.03167662120296206,0.1509,0.000998172493150685,True,ok
20260703,6125.0,C,0.043835616438356165,6296.320356607828,-0.02758663595143697,0.1661,0.0012093900273972603,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6125.0,P,0.043835616438356165,6296.320356607828,-0.02758663595143697,0.1472,0.0009498231232876712,True,ok
20260703,6150.0,C,0.043835616438356165,6296.320356607828,-0.023513310563801067,0.1608,0.0011334417534246575,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6150.0,P,0.043835616438356165,6296.320356607828,-0.023513310563801067,0.1435,0.0009026739726027396,True,ok
20260703,6175.0,C,0.043835616438356165,6296.320356607828,-0.019456509868186707,0.1559,0.0010654163287671234,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6175.0,P,0.043835616438356165,6296.320356607828,-0.019456509868186707,0.1398,0.0008567250410958905,True,ok
20260703,6200.0,C,0.043835616438356165,6296.320356607828,-0.015416100331181761,0.1513,0.0010034713424657532,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6200.0,P,0.043835616438356165,6296.320356607828,-0.015416100331181761,0.1363,0.0008143644931506849,True,ok
20260703,6225.0,C,0.043835616438356165,6296.320356607828,-0.011391950031456351,0.147,0.0009472438356164382,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6225.0,P,0.043835616438356165,6296.320356607828,-0.011391950031456351,0.1329,0.0007742426301369862,True,ok
20260703,6250.0,C,0.043835616438356165,6296.320356607828,-0.007383928633917451,0.1433,0.0009001595616438358,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6250.0,P,0.043835616438356165,6296.320356607828,-0.007383928633917451,0.1295,0.0007351342465753425,True,ok
20260703,6275.0,C,0.043835616438356165,6296.320356607828,-0.0033919073643800287,0.1397,0.0008554998356164383,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6275.0,P,0.043835616438356165,6296.320356607828,-0.0033919073643800287,0.1262,0.0006981453150684932,True,ok
20260703,6300.0,C,0.043835616438356165,6296.320356607828,0.0005842410152594722,0.1366,0.0008179533150684931,True,ok
20260703,6300.0,P,0.043835616438356165,6296.320356607828,0.0005842410152594722,0.1233,0.0006664280547945206,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6325.0,C,0.043835616438356165,6296.320356607828,0.0045446422313562594,0.1339,0.0007859379726027397,True,ok
20260703,6325.0,P,0.043835616438356165,6296.320356607828,0.0045446422313562594,0.1201,0.0006322853698630137,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6350.0,C,0.043835616438356165,6296.320356607828,0.008489420522372686,0.1312,0.0007545617534246577,True,ok
20260703,6350.0,P,0.043835616438356165,6296.320356607828,0.008489420522372686,0.1171,0.0006010919452054794,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6375.0,C,0.043835616438356165,6296.320356607828,0.01241869866226233,0.1291,0.0007305998904109588,True,ok
20260703,6375.0,P,0.043835616438356165,6296.320356607828,0.01241869866226233,0.1136,0.0005656968767123289,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6400.0,C,0.043835616438356165,6296.320356607828,0.01633259798339852,0.1271,0.0007081385205479451,True,ok
20260703,6400.0,P,0.043835616438356165,6296.320356607828,0.01633259798339852,0.1099,0.0005294470136986302,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6425.0,C,0.043835616438356165,6296.320356607828,0.020231238399055922,0.1252,0.0006871250410958905,True,ok
20260703,6425.0,P,0.043835616438356165,6296.320356607828,0.020231238399055922,0.1051,0.0004842086575342466,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6450.0,C,0.043835616438356165,6296.320356607828,0.02411473842545341,0.1236,0.0006696749589041096,True,ok
20260703,6450.0,P,0.043835616438356165,6296.320356607828,0.02411473842545341,0.1017,0.0004533869589041096,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6475.0,C,0.043835616438356165,6296.320356607828,0.027983215203373813,0.1222,0.0006545902465753425,True,ok
20260703,6475.0,P,0.043835616438356165,6296.320356607828,0.027983215203373813,0.0903,0.00035743956164383564,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6500.0,C,0.043835616438356165,6296.320356607828,0.03183678451936387,0.121,0.0006417972602739726,True,ok
